lagoslakeid,lake_namegnis,lake_states,lake_depth_state,lake_lat_decdeg,lake_lon_decdeg,lake_maxdepth_m,lake_meandepth_m,lake_waterarea_ha,lake_depth_sourcename,lake_depth_sourceurl,lake_maxdepth_effort,lake_meandepth_effort
7707,NA,ME,ME,46.01075272,-68.92718851,5.181600094,1.3,9.725250765,NULL,NULL,bathymetry,LAGOSNE
7708,NA,ME,ME,46.02964325,-68.96452936,3.048,1.8288,3.057233912,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7709,NA,ME,ME,44.48020478,-69.14938704,18.89760017,8.5344,53.11472698,NULL,NULL,bathymetry,LAGOSNE
7710,NA,ME,ME,46.09444661,-68.03133876,14.93519974,5.4864,463.3658919,NULL,NULL,bathymetry,LAGOSNE
7711,NA,ME,ME,45.80321727,-69.15694806,28.65119934,9.7536,13.13574668,NULL,NULL,bathymetry,LAGOSNE
7712,NA,ME,ME,45.63452476,-70.36482118,24.38400078,7.62,290.0077243,NULL,NULL,bathymetry,LAGOSNE
7713,NA,ME,ME,43.81968285,-70.68119285,6.096000195,2.7432,21.50514094,NULL,NULL,bathymetry,LAGOSNE
7714,NA,ME,ME,45.17238179,-69.98432867,13.716,6.4008,2.91555533,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7716,NA,ME,ME,44.47327925,-70.0466493,11.27760029,4.572,122.0719408,NULL,NULL,bathymetry,LAGOSNE
7717,NA,ME,ME,45.21920443,-68.0774389,5.486400127,2.7432,91.02761171,NULL,NULL,bathymetry,LAGOSNE
7718,NA,ME,ME,45.93564339,-69.16161145,40.84320068,9.4488,493.622373,NULL,NULL,bathymetry,LAGOSNE
7719,NA,ME,ME,45.33987371,-70.37755242,26.21279907,10.3632,36.94201701,NULL,NULL,bathymetry,LAGOSNE
7720,NA,ME,ME,44.17937151,-69.27689286,14,7.3152,213.8011589,NULL,NULL,bathymetry,LAGOSNE
7721,NA,ME,ME,46.09071015,-68.56736283,7.010399818,3.3528,264.9667659,NULL,NULL,bathymetry,LAGOSNE
7723,NA,ME,ME,45.12463562,-69.99237759,13.10639954,4.2672,82.95138,NULL,NULL,bathymetry,LAGOSNE
7724,NA,ME,ME,45.76602698,-67.85141467,15,9.144,205.0377792,NULL,NULL,bathymetry,LAGOSNE
7725,NA,ME,ME,45.37801804,-69.38319914,23.16480064,5.7912,482.738848,NULL,NULL,bathymetry,LAGOSNE
7726,NA,ME,ME,44.12267306,-69.47038032,35.35680008,9.144,1889.557864,NULL,NULL,bathymetry,LAGOSNE
7727,NA,ME,ME,44.8495042,-67.9772954,16.45919991,3.9624,367.6781729,NULL,NULL,bathymetry,LAGOSNE
7728,NA,ME,ME,46.52020681,-69.12908309,26.21279907,8.8392,253.3960909,NULL,NULL,bathymetry,LAGOSNE
7729,NA,ME,ME,45.96448939,-70.16892684,6,NA,9.898942743,NULL,NULL,bathymetry,NULL
7730,NA,ME,ME,43.7530358,-70.87263817,8.534399986,3.048,67.52645919,NULL,NULL,bathymetry,LAGOSNE
7731,NA,ME,ME,45.38527064,-68.44872948,4,2.1336,81.79019274,NULL,NULL,bathymetry,LAGOSNE
7732,NA,ME,ME,44.45851425,-70.06809648,13.41119957,5.7912,46.88139479,NULL,NULL,bathymetry,LAGOSNE
7734,NA,ME,ME,46.33452784,-69.05212906,2.133599997,1.2192,8.350282197,NULL,NULL,bathymetry,LAGOSNE
7735,NA,ME,ME,45.45543104,-69.17973432,5.486400127,NA,112.8295658,NULL,NULL,bathymetry,NULL
7736,NA,ME,ME,47.12476794,-68.33362736,14.02079964,6.096,1000.300054,NULL,NULL,bathymetry,LAGOSNE
7737,NA,ME,ME,45.41027443,-69.86403496,9.448800087,4.2672,51.48764994,NULL,NULL,bathymetry,LAGOSNE
7738,NA,ME,ME,43.32711236,-70.88025897,4,1.8288,58.45960058,NULL,NULL,bathymetry,LAGOSNE
7739,NA,ME,ME,44.73668113,-68.5743761,23.46960068,11.5824,65.83845,NULL,NULL,bathymetry,LAGOSNE
7740,NA,ME,ME,44.51957834,-69.47016092,9.753600121,4.572,153.6038051,NULL,NULL,bathymetry,LAGOSNE
7741,NA,ME,ME,46.45548903,-67.86326631,4.267199993,1.2192,9.273472429,NULL,NULL,bathymetry,LAGOSNE
7742,NA,ME,ME,46.11819206,-68.53858992,19.50720024,5.7912,238.7139647,NULL,NULL,bathymetry,LAGOSNE
7743,NA,ME,ME,44.55991065,-68.93950699,12.49680042,6.4008,64.4717891,NULL,NULL,bathymetry,LAGOSNE
7744,NA,ME,ME,44.60496939,-68.44026925,14.32559967,5.1816,3804.806743,NULL,NULL,bathymetry,LAGOSNE
7745,NA,ME,ME,46.28345883,-69.11722931,15.23999977,3.3528,58.19100606,NULL,NULL,bathymetry,LAGOSNE
7746,NA,ME,ME,44.89745506,-67.56291772,8.534399986,4.2672,272.0463486,NULL,NULL,bathymetry,LAGOSNE
7747,NA,ME,ME,44.39924769,-69.18602548,15.5447998,6.4008,284.7035323,NULL,NULL,bathymetry,LAGOSNE
7748,NA,ME,ME,44.67490874,-70.86403077,9.144,2.7432,3.420418394,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7749,NA,ME,ME,46.12320134,-69.89951513,6.096000195,2.1336,275.1626772,NULL,NULL,bathymetry,LAGOSNE
7750,NA,ME,ME,44.38476416,-70.41496878,5.181600094,3.048,5.957322996,NULL,NULL,bathymetry,LAGOSNE
7751,NA,ME,ME,44.39332481,-69.82456673,17.67840004,5.1816,13.91325211,NULL,NULL,bathymetry,LAGOSNE
7752,NA,ME,ME,44.19811766,-69.14926411,19.81200027,9.4488,46.69017085,NULL,NULL,bathymetry,LAGOSNE
7753,NA,ME,ME,44.13760619,-70.74006834,13.10639954,6.7056,79.07106685,NULL,NULL,bathymetry,LAGOSNE
7754,NA,ME,ME,46.56564874,-68.32336249,17.6784,6.4008,7.021080812,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7755,NA,ME,ME,46.30331934,-69.18492175,18.59280014,9.4488,376.3269578,NULL,NULL,bathymetry,LAGOSNE
7756,NA,ME,ME,44.58795692,-68.59795827,4.267199993,3.3528,61.77510148,NULL,NULL,bathymetry,LAGOSNE
7757,NA,ME,ME,46.21991636,-67.86574888,18.28800011,6.4008,11.88725102,NULL,NULL,bathymetry,LAGOSNE
7758,NA,ME,ME,45.29611226,-68.34782676,9.753600121,3.9624,350.9427235,NULL,NULL,bathymetry,LAGOSNE
7759,NA,ME,ME,45.44999687,-69.94815636,11.58240032,5.4864,40.83625389,NULL,NULL,bathymetry,LAGOSNE
7760,NA,ME,ME,44.56812055,-68.66251418,20.11680031,9.7536,29.62585065,NULL,NULL,bathymetry,LAGOSNE
7761,NA,ME,ME,44.32374915,-69.13201405,3.048000097,1.8288,13.63845576,NULL,NULL,bathymetry,LAGOSNE
7763,NA,ME,ME,45.66734778,-68.31238525,11.58240032,4.572,448.8698235,NULL,NULL,bathymetry,LAGOSNE
7764,NA,ME,ME,44.84891945,-67.57925503,14.02079964,5.1816,335.4072542,NULL,NULL,bathymetry,LAGOSNE
7765,NA,ME,ME,43.95224051,-70.37820473,6.400800228,3.3528,31.49856027,NULL,NULL,bathymetry,LAGOSNE
7766,NA,ME,ME,46.97390584,-68.85137761,3.6576,2.1336,3.254936038,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7767,NA,ME,ME,45.35847633,-68.49320069,6.705599785,2.7432,336.1098784,NULL,NULL,bathymetry,LAGOSNE
7768,NA,ME,ME,44.69652077,-69.27586467,2.43840003,1.2192,132.5389302,NULL,NULL,bathymetry,LAGOSNE
7769,NA,ME,ME,45.36483788,-69.33193988,25.29840088,7.62,134.5899229,NULL,NULL,bathymetry,LAGOSNE
7770,NA,ME,ME,44.70736824,-68.58378396,12.19200039,5.1816,22.59973141,NULL,NULL,bathymetry,LAGOSNE
7771,NA,ME,ME,43.53438218,-70.60940181,7.0104,3.9624,9.952669434,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7772,NA,ME,ME,46.13511035,-68.03850733,10.05840015,3.9624,36.89609202,NULL,NULL,bathymetry,LAGOSNE
7773,NA,ME,ME,44.25917193,-70.58711784,3.048,1.8288,110.645944,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7774,NA,ME,ME,43.62229873,-70.68863508,14.6303997,6.4008,4.111988857,NULL,NULL,bathymetry,LAGOSNE
7775,NA,ME,ME,44.75470697,-67.26617667,6.096000195,3.6576,51.0731339,NULL,NULL,bathymetry,LAGOSNE
7776,NA,ME,ME,44.06574123,-70.77198671,10.66800022,3.3528,27.81770506,NULL,NULL,bathymetry,LAGOSNE
7777,NA,ME,ME,46.71930379,-68.76564038,5.181600094,3.3528,107.2570852,NULL,NULL,bathymetry,LAGOSNE
7778,NA,ME,ME,45.14468209,-70.33151647,7.0104,2.7432,1.334609367,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7779,NA,ME,ME,45.76006855,-69.12156455,7.924799919,3.048,12.14101673,NULL,NULL,bathymetry,LAGOSNE
7780,NA,ME,ME,46.48862991,-69.61535542,32.00400162,10.668,1184.670896,NULL,NULL,bathymetry,LAGOSNE
7781,NA,ME,ME,43.1688367,-70.69582598,8.229599953,2.4384,36.81530179,NULL,NULL,bathymetry,LAGOSNE
7782,NA,ME,ME,44.0116069,-70.47292365,36.8808,10.668,47.59206792,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7783,NA,ME,ME,45.01258375,-67.1520631,10.36320019,3.048,712.0979516,NULL,NULL,bathymetry,LAGOSNE
7784,NA,ME,ME,45.78916966,-68.37118384,11,3.6576,153.7682071,NULL,NULL,bathymetry,LAGOSNE
7785,NA,RI,RI,41.40076516,-71.55128124,8,NA,7.974823245,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7786,NA,ME,ME,45.82513066,-68.89755048,10.36320019,3.6576,90.16660827,NULL,NULL,bathymetry,LAGOSNE
7787,NA,RI,RI,41.47763851,-71.42564623,1.5,NA,24.94742482,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7788,NA,RI,RI,41.38029637,-71.79491357,1.4,NA,74.41284503,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7789,NA,RI,RI,41.65347498,-71.58839949,5.4,NA,19.14800517,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7790,Watchaug Pond,RI,RI,41.38399016,-71.6911277,11,NA,232.3916604,RI_URIWW_CHEM,https://en.wikipedia.org/wiki/Watchaug_Pond,LAGOSNE_Q500,NULL
7791,NA,RI,RI,41.5545724,-71.47840949,3.4,NA,18.46046321,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7792,NA,RI,RI,41.8774515,-71.58442713,2.1,NA,105.8208501,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7793,NA,CT,CT,41.44722808,-71.83590561,2.3,NA,13.99395776,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7794,NA,RI,RI,41.55810214,-71.6895523,2.3,NA,20.08627422,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7795,NA,RI,RI,41.54603506,-71.4906126,2.5,NA,3.413528517,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7796,NA,RI,RI,41.70560896,-71.55309746,1.5,NA,8.396971067,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7797,NA,ME,ME,44.3852331,-69.82410823,21.33600044,7.3152,10.17908421,NULL,NULL,bathymetry,LAGOSNE
7798,NA,ME,ME,44.78988981,-68.4522056,19.81200027,7.9248,173.7481549,NULL,NULL,bathymetry,LAGOSNE
7799,NA,ME,ME,44.83967081,-69.7677305,6.705599785,4.2672,569.2403459,NULL,NULL,bathymetry,LAGOSNE
7800,NA,ME,ME,44.5199609,-70.05067292,15.23999977,5.7912,28.58613209,NULL,NULL,bathymetry,LAGOSNE
7801,NA,ME,ME,43.97735201,-70.35362528,20.72640038,7.3152,138.5781487,NULL,NULL,bathymetry,LAGOSNE
7802,NA,ME,ME,46.25765252,-69.28776442,15.84959984,5.7912,495.407517,NULL,NULL,bathymetry,LAGOSNE
7803,NA,ME,ME,45.31604261,-70.42104486,9.753600121,1.8288,17.74002818,NULL,NULL,bathymetry,LAGOSNE
7805,NA,RI,RI,41.50654489,-71.77332229,8,NA,10.04964008,NULL,NULL,LAGOSNE,NULL
7807,NA,RI,RI,41.9637445,-71.59467893,3,NA,9.276284655,NULL,NULL,LAGOSNE,NULL
7808,NA,ME,ME,44.86968988,-69.29760163,7.315199852,2.7432,75.4301215,NULL,NULL,bathymetry,LAGOSNE
7809,NA,ME,ME,44.86860447,-70.39633417,5,3.3528,9.206978036,NULL,NULL,bathymetry,LAGOSNE
7810,NA,ME,ME,44.25334891,-69.91603122,30.47999954,11.2776,2243.640642,NULL,NULL,bathymetry,LAGOSNE
7811,NA,ME,ME,44.52781872,-69.86483713,32.12120819,10.668,4490.893917,NULL,NULL,bathymetry,LAGOSNE
7812,NA,CT,CT,41.50787282,-71.8752007,10.05790917,NA,38.87034335,NULL,NULL,bathymetry,NULL
7813,NA,RI,RI,41.76900001,-71.47591798,3,NA,4.748929021,NULL,NULL,LAGOSNE,NULL
7815,NA,ME,ME,46.9441098,-68.87140647,10.36320019,5.1816,11.24769965,NULL,NULL,bathymetry,LAGOSNE
7816,NA,ME,ME,44.2155494,-70.55598942,14.6304,5.4864,47.36875015,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7817,NA,ME,ME,45.04245843,-71.01841938,19.20240021,9.4488,2799.213492,NULL,NULL,bathymetry,LAGOSNE
7819,NA,ME,ME,44.40234837,-70.06371894,14.6303997,4.2672,30.87886903,NULL,NULL,bathymetry,LAGOSNE
7820,Third Debsconeag Lake,ME,ME,45.75798413,-69.02965137,49.37760162,21.336,392.9899248,NULL,www.maine.gov,LAGOSNE_Q500,LAGOSNE
7821,NA,ME,ME,46.96597294,-68.85574855,26.1,NA,112.0888488,NLA2012,NULL,NLA,NULL
7822,NA,ME,ME,45.0521789,-67.87768581,4.267199993,2.1336,73.83188744,NULL,NULL,bathymetry,LAGOSNE
7823,NA,ME,ME,44.61344499,-68.24037859,13.10639954,4.8768,144.7744196,NULL,NULL,bathymetry,LAGOSNE
7825,NA,ME,ME,43.77187947,-70.35728737,20.42160034,5.7912,259.0472083,NULL,NULL,bathymetry,LAGOSNE
7826,NA,ME,ME,44.10868754,-70.5623302,7.62,2.4384,72.8864631,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7827,NA,ME,ME,45.22113681,-68.01404556,38.78787994,11.2776,8956.091651,NULL,NULL,bathymetry,LAGOSNE
7828,NA,ME,ME,45.34687439,-67.9118714,19.50720024,NA,627.506444,NULL,NULL,bathymetry,NULL
7829,NA,ME,ME,46.24545431,-69.03070217,11.27760029,3.3528,163.0547594,NULL,NULL,bathymetry,LAGOSNE
7830,NA,RI,RI,41.59842654,-71.70128469,2.8,NA,17.81950671,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7831,NA,RI,RI,41.96298534,-71.79246989,7,NA,30.46847999,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7832,NA,RI,RI,41.69109004,-71.64642914,4,NA,68.82108967,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7834,NA,ME,ME,44.3071148,-69.94267585,16.45919991,7.62,96.76843359,NULL,NULL,bathymetry,LAGOSNE
7835,NA,ME,ME,43.96728773,-70.74640906,8.229599953,3.9624,27.64504268,NULL,NULL,bathymetry,LAGOSNE
7836,NA,ME,ME,45.46707382,-67.75981523,5.181600094,3.048,12.90166764,NULL,NULL,bathymetry,LAGOSNE
7837,NA,ME,ME,44.36908516,-70.47210377,4.2672,2.7432,48.10066971,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7838,NA,ME,ME,44.44318428,-70.55240582,4,2.1336,42.63910408,NULL,NULL,bathymetry,LAGOSNE
7839,NA,ME,ME,43.80923792,-70.97909647,11.27760029,4.572,20.40102249,NULL,NULL,bathymetry,LAGOSNE
7840,NA,ME,ME,45.13045635,-68.00501876,8,3.9624,774.7108887,NULL,NULL,bathymetry,LAGOSNE
7841,NA,ME,ME,45.07988343,-67.80348957,7.9248,3.6576,2.25588885,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7842,NA,ME,ME,44.24387438,-68.64930253,2.43840003,2.1336,14.77293604,NULL,NULL,bathymetry,LAGOSNE
7843,NA,ME,ME,43.55171875,-70.8809034,13.7159996,6.096,355.0513176,NULL,NULL,bathymetry,LAGOSNE
7844,NA,ME,ME,44.57931476,-70.11859424,5.486400127,2.4384,54.70681094,NULL,NULL,bathymetry,LAGOSNE
7845,NA,ME,ME,46.02633948,-68.16699766,19.20240021,10.9728,735.7145321,NULL,NULL,bathymetry,LAGOSNE
7846,NA,ME,ME,45.47057584,-69.42318281,2.43840003,1.2192,7.473548102,NULL,NULL,bathymetry,LAGOSNE
7847,NA,ME,ME,43.70187323,-70.77878815,6.684999943,2.7432,21.16717701,NULL,NULL,bathymetry,LAGOSNE
7848,NA,ME,ME,45.39699709,-70.76906302,8.83920002,3.9624,61.51194715,NULL,NULL,bathymetry,LAGOSNE
7849,NA,ME,ME,44.74978611,-70.54133649,6.7056,2.4384,3.242953674,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7850,NA,ME,ME,43.93360973,-69.56436107,3.657599926,1.524,12.13361906,NULL,NULL,bathymetry,LAGOSNE
7851,NA,ME,ME,45.89202814,-69.06817755,5.181600094,1.524,4.012620444,NULL,NULL,bathymetry,LAGOSNE
7852,NA,ME,ME,45.10516499,-69.67000249,18.89760017,5.7912,251.3369112,NULL,NULL,bathymetry,LAGOSNE
7853,NA,ME,ME,44.41774942,-69.1290767,3.048000097,1.8288,64.09989697,NULL,NULL,bathymetry,LAGOSNE
7854,NA,ME,ME,44.21023236,-69.52265928,10.66800022,4.572,29.90236457,NULL,NULL,bathymetry,LAGOSNE
7855,NA,ME,ME,43.89571637,-70.75672178,13.41119957,6.096,105.2451155,NULL,NULL,bathymetry,LAGOSNE
7856,NA,ME,ME,44.91839493,-69.54763519,15.23999977,5.4864,1561.470712,NULL,NULL,bathymetry,LAGOSNE
7857,NA,ME,ME,45.82039415,-69.09565205,39.62400055,12.4968,658.409321,NULL,NULL,bathymetry,LAGOSNE
7858,NA,ME,ME,43.5073292,-70.87691648,3.048000097,2.1336,38.44790667,NULL,NULL,bathymetry,LAGOSNE
7859,NA,ME,ME,45.26571542,-70.50501277,38.09999847,12.192,141.2073299,NULL,NULL,bathymetry,LAGOSNE
7860,Green Lake,ME,ME,44.64318056,-68.48880739,51.81600189,13.4112,1268.712441,NULL,www.maine.gov,LAGOSNE_Q500,LAGOSNE
7861,NA,ME,ME,45.05439367,-67.57599489,8.229599953,3.3528,760.7701049,NULL,NULL,bathymetry,LAGOSNE
7862,NA,ME,ME,44.61273104,-68.57256341,37.79520035,11.8872,1191.347258,NULL,NULL,bathymetry,LAGOSNE
7863,NA,ME,ME,44.3917746,-70.6888479,21.6408,6.096,187.4038221,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7864,NA,ME,ME,43.81724039,-70.8990882,8.8392,3.6576,16.82215386,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7865,NA,ME,ME,44.93269471,-68.80065705,8.534399986,3.3528,1895.281921,NULL,NULL,bathymetry,LAGOSNE
7866,NA,ME,ME,45.07647297,-67.22547468,14.02079964,5.4864,219.250771,NULL,NULL,bathymetry,LAGOSNE
7867,NA,ME,ME,44.13411615,-69.28401704,12.49680042,6.4008,139.6239329,NULL,NULL,bathymetry,LAGOSNE
7868,NA,ME,ME,44.57258418,-69.91213285,8.229599953,3.3528,10.54527634,NULL,NULL,bathymetry,LAGOSNE
7869,NA,ME,ME,44.92035989,-68.01225576,23.16480064,7.9248,630.002355,NULL,NULL,bathymetry,LAGOSNE
7870,NA,ME,ME,45.30302436,-70.45270134,4.267199993,1.8288,4.481555975,NULL,NULL,bathymetry,LAGOSNE
7871,NA,ME,ME,45.1037002,-67.20236594,17.06879997,6.7056,346.3052065,NULL,NULL,bathymetry,LAGOSNE
7872,NA,ME,ME,44.22495361,-70.93832743,12.192,3.6576,54.96001522,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7873,NA,ME,ME,44.59818427,-70.17829382,6,4.2672,44.2957953,NULL,NULL,bathymetry,LAGOSNE
7874,NA,ME,ME,44.48339011,-68.72222065,3.352799892,2.7432,44.63807893,NULL,NULL,bathymetry,LAGOSNE
7875,NA,ME,ME,46.31341517,-68.66524201,10.0584,3.6576,1053.793859,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7876,NA,ME,ME,46.88339626,-67.83380595,13.7159996,4.572,40.72591696,NULL,NULL,bathymetry,LAGOSNE
7877,NA,ME,ME,46.09743043,-68.58520055,16.45919991,5.4864,26.25753964,NULL,NULL,bathymetry,LAGOSNE
7879,NA,ME,ME,44.98879491,-70.74205822,4,2.2,63.68578979,NULL,NULL,bathymetry,LAGOSNE
7881,NA,ME,ME,44.25627769,-69.12315842,19.50720024,8.5344,546.9815308,NULL,NULL,bathymetry,LAGOSNE
7882,NA,ME,ME,45.29430514,-68.10440449,12.19200039,6.096,429.5222686,NULL,NULL,bathymetry,LAGOSNE
7883,NA,ME,ME,45.38427713,-70.79167351,18.89760017,7.9248,59.71299426,NULL,NULL,bathymetry,LAGOSNE
7884,NA,ME,ME,45.28679061,-67.99866349,21.33600044,6.7056,2336.89321,NULL,NULL,bathymetry,LAGOSNE
7886,NA,ME,ME,44.04893177,-70.67105522,17.98320007,7.0104,2443.036055,NULL,NULL,bathymetry,LAGOSNE
7887,NA,ME,ME,45.67520055,-69.29531507,14.02079964,5.4864,353.3454102,NULL,NULL,bathymetry,LAGOSNE
7888,NA,ME,ME,44.34521761,-69.47169271,2.133599997,1.2192,80.68617733,NULL,NULL,bathymetry,LAGOSNE
7890,NA,ME,ME,47.164141,-68.80997902,10.97280025,5.1816,26.42929419,NULL,NULL,bathymetry,LAGOSNE
7891,NA,ME,ME,44.51431952,-70.09175034,7.315199852,4.2672,45.6339713,NULL,NULL,bathymetry,LAGOSNE
7892,NA,ME,ME,44.34875818,-69.90751554,17.37360001,7.3152,90.25073223,NULL,NULL,bathymetry,LAGOSNE
7893,NA,ME,ME,44.64837302,-68.54190553,6.7056,NA,25.19432824,ME_DEP_CHEM,NULL,LAGOSNE,NULL
7894,NA,RI,RI,41.77972738,-71.40819783,2.7,NA,36.08842474,RI_URIWW_CHEM,NULL,LAGOSNE,NULL
7895,NA,ME,ME,45.18479398,-69.60851014,18.28800011,7.62,47.52089055,NULL,NULL,bathymetry,LAGOSNE
7897,NA,ME,ME,44.68978613,-68.45600206,31.69919968,13.4112,575.9030312,NULL,NULL,bathymetry,LAGOSNE
7898,NA,ME,ME,46.16200307,-69.14629445,7.315199852,2.1336,77.45854081,NULL,NULL,bathymetry,LAGOSNE
7899,NA,ME,ME,43.92097935,-70.50629772,24.38400078,6.7056,215.7236157,NULL,NULL,bathymetry,LAGOSNE
7900,NA,ME,ME,46.01628119,-68.95142125,24.07920074,9.144,69.23056238,NULL,NULL,bathymetry,LAGOSNE
7901,NA,ME,ME,45.50091547,-68.98059799,6.096000195,1.2192,77.68756649,NULL,NULL,bathymetry,LAGOSNE
7902,NA,ME,ME,45.32877228,-70.29054317,1.828799963,1.2192,29.57847571,NULL,NULL,bathymetry,LAGOSNE
7903,NA,ME,ME,43.98952725,-70.513931,6,3.048,67.52857396,NULL,NULL,bathymetry,LAGOSNE
7904,NA,ME,ME,44.31833278,-70.22625689,20.72640038,9.144,77.40051124,NULL,NULL,bathymetry,LAGOSNE
7905,NA,ME,ME,44.12161933,-70.77715306,15,8.2296,100.451555,NULL,NULL,bathymetry,LAGOSNE
7907,NA,ME,ME,43.83475968,-70.88896669,22.86000061,8.5344,58.94771438,NULL,NULL,bathymetry,LAGOSNE
7908,NA,ME,ME,45.44249484,-69.50647662,4.572000027,2.1336,4.803587768,NULL,NULL,bathymetry,LAGOSNE
7909,NA,ME,ME,43.61576385,-70.84170854,6.096000195,3.048,20.95156968,NULL,NULL,bathymetry,LAGOSNE
7910,NA,ME,ME,45.09482141,-70.72212059,35.35680008,20.7264,772.3446277,NULL,NULL,bathymetry,LAGOSNE
7911,NA,ME,ME,43.92801353,-70.47058461,19.81200027,7.9248,573.836229,NULL,NULL,bathymetry,LAGOSNE
7912,NA,ME,ME,45.26049778,-70.77583106,6.096000195,2.4384,10.29517405,NULL,NULL,bathymetry,LAGOSNE
7913,NA,ME,ME,45.7790834,-69.04366405,9,4.8768,69.74182775,NULL,NULL,bathymetry,LAGOSNE
7914,NA,ME,ME,44.39001062,-69.8302188,10.66800022,3.048,6.502569056,NULL,NULL,bathymetry,LAGOSNE
7915,NA,ME,ME,43.97014575,-69.63857071,3.9624,2.4384,26.34434214,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7916,NA,ME,ME,45.98477533,-68.17713515,14.32559967,5.1816,1029.91482,NULL,NULL,bathymetry,LAGOSNE
7917,NA,ME,ME,44.89646151,-70.55871039,17.67840004,5.4864,41.57602951,NULL,NULL,bathymetry,LAGOSNE
7918,NA,ME,ME,45.08231976,-68.25472371,3.048000097,2.1336,29.40501617,NULL,NULL,bathymetry,LAGOSNE
7919,NA,ME,ME,44.5355922,-70.08552552,4,2.7432,20.35962464,NULL,NULL,bathymetry,LAGOSNE
7920,NA,ME,ME,44.58363077,-68.66808506,20.42160034,10.9728,92.65585196,NULL,NULL,bathymetry,LAGOSNE
7921,NA,ME,ME,44.71259388,-68.5311577,9.448800087,6.096,282.4741935,NULL,NULL,bathymetry,LAGOSNE
7922,Moosehead Lake,ME,ME,45.60809537,-69.69151283,74.9808,16.764,30565.2361,ME_DEP_CHEM,wikipedia,LAGOSNE_Q500,LAGOSNE_Q500
7923,NA,ME,ME,44.64796458,-68.62924291,22.86,14.0208,16.78208409,ME_DEP_CHEM,NULL,LAGOSNE,LAGOSNE
7924,NA,ME,ME,45.13451951,-70.77107917,17.06879997,8.5344,66.95608381,NULL,NULL,bathymetry,LAGOSNE
7925,NA,ME,ME,44.82911996,-69.1012779,3.657599926,1.8288,146.5841191,NULL,NULL,bathymetry,LAGOSNE
7926,NA,ME,ME,45.11364359,-68.19403175,21.33600044,8.8392,562.5222574,NULL,NULL,bathymetry,LAGOSNE
7927,NA,ME,ME,45.1097054,-67.17413771,11.27760029,4.8768,37.21715981,NULL,NULL,bathymetry,LAGOSNE
7928,NA,ME,ME,45.75260512,-69.07739207,45.72000122,21.0312,90.41920637,NULL,NULL,bathymetry,LAGOSNE
7929,NA,ME,ME,46.28251494,-68.79621342,19.50720024,7.3152,566.7409292,NULL,NULL,bathymetry,LAGOSNE
7930,NA,ME,ME,44.51459338,-69.30602454,3.352799892,1.8288,170.2753805,NULL,NULL,bathymetry,LAGOSNE
7931,NA,ME,ME,47.15402489,-68.2907658,6.096000195,3.3528,405.9589884,NULL,NULL,bathymetry,LAGOSNE
7932,NA,ME,ME,43.90086339,-69.63668223,7.619999886,3.3528,9.319111928,NULL,NULL,bathymetry,LAGOSNE
7933,NA,ME,ME,46.25879969,-69.1582431,3,1.2192,18.8305379,NULL,NULL,bathymetry,LAGOSNE
7934,NA,ME,ME,44.96843434,-70.63448177,7.010399818,2.4384,66.53032053,NULL,NULL,bathymetry,LAGOSNE
7935,NA,ME,ME,45.03420818,-69.1718618,4.267199993,1.524,51.92782604,NULL,NULL,bathymetry,LAGOSNE
7936,NA,ME,ME,46.32791086,-69.15282055,2.43840003,1.524,16.51698533,NULL,NULL,bathymetry,LAGOSNE
